ETL_CNTRL_PROJECT,ETL_CNTRL_SOURCE,SRC_SYSTEM,TGT_SYSTEM,SRC_SCHEMA,TGT_SCHEMA,SRC_TABLENAME,TGT_TABLENAME,SRC_NATURAL_KEY,TGT_NATURAL_KEY,SRC_TABLE_TYPE,TGT_TABLE_TYPE,CALC_CHECK_SUM_FORMULA,PRV_CMPLTD_ETL_BATCH_ID,TABLE_PROCESS_FLG,TABLE_PROCESS_GRP,AUD_CREATE_USER,AUD_CREATE_DTTS,AUD_LAST_UPDT_DTTS,AUD_LAST_UPDT_USER,LOAD_TYPE,CDC_IDENTIFIER_FIELD,PARTITION_CLAUSE_REQD,PARTITION_ORDER_BY_FIELDS,ARCHIVE_EXISTS
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Account__x,EV_ACCOUNT__X,ID,ID,SOURCE,LANDING, 'NA',611,Y,1,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:45:12.131,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SystemModstamp__c,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Contract,SF_CONTRACT,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:35:01.307,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Deal_Sheet__c,SF_DEAL_SHEET__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:36:21.648,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Opportunity_Info_Commission__c,SF_OPPORTUNITY_INFO_COMMISSION__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,SRIDHAVK,2019-01-29 00:00:00.000,2020-02-11 07:37:00.960,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Opportunity_Sales_Team_PPD__c,SF_OPPORTUNITY_SALES_TEAM_PPD__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 12:00:00.000,2020-02-11 07:38:06.183,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,OpportunityFieldHistory,SF_OPPORTUNITYFIELDHISTORY,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 12:00:00.000,2020-02-11 07:39:04.470,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,CreatedDate,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Opportunity_Info_Budget__c,SF_OPPORTUNITY_INFO_BUDGET__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:40:04.624,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Opportunity,SF_OPPORTUNITY,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:41:18.284,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Opportunity_Commission__c,SF_OPPORTUNITY_COMMISSION__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:41:51.399,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Deal_Sheet_Discounts__c,SF_DEAL_SHEET_DISCOUNTS__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:42:29.115,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Opportunity_Info__c,SF_OPPORTUNITY_INFO__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:43:32.444,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Contract_Details__c,SF_CONTRACT_DETAILS__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,2,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:44:02.941,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,User,SF_USER,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 12:00:00.000,2020-02-11 07:35:42.812,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Time_Period__c,SF_TIME_PERIOD__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 12:00:00.000,2020-02-11 07:36:21.062,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Region__c,SF_REGION__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 12:00:00.000,2020-02-11 07:36:56.340,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Report,SF_REPORT,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 12:00:00.000,2020-02-11 07:37:59.848,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,RecordType,SF_RECORDTYPE,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 12:00:00.000,2020-02-11 07:38:33.450,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,PPD_Employees__c,SF_PPD_EMPLOYEES__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 12:00:00.000,2020-02-11 07:39:09.458,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Medical_Reference__c,SF_MEDICAL_REFERENCE__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:39:44.067,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Exchange_Rate__c,SF_EXCHANGE_RATE__C,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:40:17.180,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Event,SF_EVENT,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:41:21.941,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SYSTEMMODSTAMP ,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,CampaignMember,SF_CAMPAIGNMEMBER,ID,ID,SOURCE,LANDING, 'NA',611,Y,3,PIOTROT,2018-10-07 08:00:00.000,2020-02-11 07:42:21.026,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,INCREMENTAL,SystemModstamp,,,
EDW,BA_SQL_ACURIAN,GP_BAR,ODS,dbo,LND_BA_SQL,v_Acurian_Indication_Mapping,ACURIAN_INDICATION_MAPPING, 'NA', 'NA',SOURCE,LANDING, 'NA',20,Y,1,PIOTROT,2018-10-06 04:00:00.000,2020-02-01 23:32:20.748,job_BA_SQL_SRC_LND_FULL_LOAD_child,FULL LOAD, 'NA',,,
EDW,BA_SQL_ACURIAN,GP_BAR,ODS,dbo,LND_BA_SQL,ACURIAN_SITE_PERFORMANCE,ACURIAN_SITE_PERFORMANCE, 'NA', 'NA',SOURCE,LANDING, 'NA',20,Y,1,PIOTROT,2018-10-06 08:00:00.000,2020-02-01 23:32:21.732,job_BA_SQL_SRC_LND_FULL_LOAD_child,FULL LOAD, 'NA',,,
EDW,BA_SQL_ACURIAN,GP_BAR,ODS,dbo,LND_BA_SQL,ACURIAN_PATIENT_DENSITY,ACURIAN_PATIENT_DENSITY, 'NA', 'NA',SOURCE,LANDING, 'NA',20,Y,1,PIOTROT,2018-10-06 08:00:00.000,2020-02-01 23:32:57.911,job_BA_SQL_SRC_LND_FULL_LOAD_child,FULL LOAD, 'NA',,,
EDW,BA_SQL_SPONSOR_LOOKUP,GP_BAR,ODS,dbo,LND_BA_SQL,v_Sponsor_Lookup,SPONSOR_LOOKUP,PKID,PKID,SOURCE,LANDING, 'NA',20020,N,0,PIOTROT,2018-10-06 20:00:00.000,2020-02-11 15:01:49.069,job_BA_SQL_SRC_LND_SPONSOR_LOOKUP,INCREMENTAL,'AuditTimestamp',,,
EDW,BA_SQL,GP_BAR,ODS,dbo,LND_BA_SQL,v_Country_Lookup,COUNTRY_LOOKUP, 'NA', 'NA',SOURCE,LANDING, 'NA',301,Y,1,PIOTROT,2018-10-06 12:00:00.000,2020-02-11 00:17:23.170,job_BA_SQL_SRC_LND_FULL_LOAD_child,FULL LOAD, 'NA',,,
EDW,BA_SQL,GP_BAR,ODS,dbo,LND_BA_SQL,v_Snowflake_lwsn_HR_Current,LWSN_HR_CURRENT, 'NA', 'NA',SOURCE,LANDING, 'NA',301,Y,1,PIOTROT,2018-10-06 20:00:00.000,2020-02-11 00:17:25.288,job_BA_SQL_SRC_LND_FULL_LOAD_child,FULL LOAD, 'NA',,,
EDW,BA_SQL,GP_BAR,ODS,dbo,LND_BA_SQL,POSTALCODES,POSTALCODES, 'NA', 'NA',SOURCE,LANDING, 'NA',301,Y,1,PIOTROT,2018-10-06 16:00:00.000,2020-02-11 00:17:52.874,job_BA_SQL_SRC_LND_FULL_LOAD_child,FULL LOAD, 'NA',,,
EDW,SFDC,SFDC,ODS,LND_ODS_SFDC_OWNER,ODS_SFDC_OWNER,SF_LEAD,SF_LEAD,S.ID,ID,LANDING,RAW,NA,611,Y,3,SREECHAKRADHAR,2019-06-01 00:00:00.000,2020-02-11 07:56:04.284,job_SFDC_LND_RAW_INCR_ON_NTRL_KEY_child,FULL LOAD,NA,,,
EDW,SFDC,SFDC,ODS,LND_ODS_SFDC_OWNER,ODS_SFDC_OWNER,SF_CAMPAIGN,SF_CAMPAIGN,S.ID,ID,LANDING,RAW,NA,611,Y,3,SREECHAKRADHAR,2019-06-01 00:00:00.000,2020-02-11 07:56:59.103,job_SFDC_LND_RAW_INCR_ON_NTRL_KEY_child,FULL LOAD,NA,,,
EDW,SFDC,SFDC,ODS,LND_ODS_SFDC_OWNER,HST_ODS_SFDC_OWNER,SF_CAMPAIGN,SF_CAMPAIGN,S.ID,ID,LANDING,HISTORY,NA,611,Y,3,SREECHAKRADHAR,2019-06-01 00:00:00.000,2020-02-11 08:12:48.978,job_SFDC_LND_HST_INCR_ON_NTRL_KEY_child,FULL LOAD,NA,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Lead,SF_LEAD,ID,ID,SOURCE,LANDING,NA,611,Y,3,SREECHAKRADHAR,2019-06-01 00:00:00.000,2020-02-11 07:43:23.313,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,FULL LOAD,SYSTEMMODSTAMP,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Campaign,SF_CAMPAIGN,ID,ID,SOURCE,LANDING,NA,611,Y,3,SREECHAKRADHAR,2019-06-01 00:00:00.000,2020-02-11 07:44:21.071,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,FULL LOAD,SYSTEMMODSTAMP,,,
EDW,SFDC,SFDC,ODS,sfdc,LND_ODS_SFDC_OWNER,Task,SF_TASK,ID,ID,SOURCE,LANDING,NA,611,Y,3,SREECHAKRADHAR,2019-10-30 00:00:00.000,2020-02-11 07:45:19.332,job_SFDC_SRC_LND_INCR_ON_NTRL_KEY_child,FULL LOAD,SYSTEMMODSTAMP,,,
EDW,SFDC,SFDC,ODS,LND_ODS_SFDC_OWNER,ODS_SFDC_OWNER,SF_TASK,SF_TASK,S.ID,ID,LANDING,RAW,NA,611,Y,1,SREECHAKRADHAR,2019-10-30 00:00:00.000,2020-02-11 07:57:56.846,job_SFDC_LND_RAW_INCR_ON_NTRL_KEY_child,FULL LOAD,NA,,,
EDW,SFDC,SFDC,ODS,LND_ODS_SFDC_OWNER,HST_ODS_SFDC_OWNER,SF_TASK,SF_TASK,S.ID,ID,LANDING,HISTORY,NA,611,Y,1,SREECHAKRADHAR,2019-10-30 00:00:00.000,2020-02-11 08:32:26.369,job_SFDC_LND_HST_INCR_ON_NTRL_KEY_child,FULL LOAD,NA,,,
